Date,PX_LAST,PX_BID
2026-06-30 00:00:00,230.5628,231.7042
2026-06-29 00:00:00,231.3765,230.8052
2026-06-26 00:00:00,230.93225,230.36275
2026-06-25 00:00:00,234.3044,235.15745
2026-06-24 00:00:00,237.992,236.004
2026-06-23 00:00:00,234.428,233.0055
2026-06-22 00:00:00,236.90748,234.90705
2026-06-19 00:00:00,230.81363,230.5269
2026-06-18 00:00:00,233.02613,232.16625
2026-06-17 00:00:00,235.8972,236.4768
2026-06-16 00:00:00,235.16325,234.5826
2026-06-15 00:00:00,231.7899,232.3701
2026-06-12 00:00:00,232.36813,232.36813
2026-06-11 00:00:00,233.6327,232.76953
2026-06-10 00:00:00,234.83505,234.5462
2026-06-09 00:00:00,232.83967,231.9741
2026-06-08 00:00:00,231.64543,231.06847
2026-06-05 00:00:00,232.3698,232.6581
2026-06-04 00:00:00,233.91288,234.49403
2026-06-03 00:00:00,235.19,234.9
2026-06-02 00:00:00,237.2112,237.2112
2026-06-01 00:00:00,240.1595,239.578
2026-05-29 00:00:00,242.194,241.6104
2026-05-28 00:00:00,245.08843,243.6313
2026-05-27 00:00:00,244.8536,244.272
2026-05-26 00:00:00,249.0442,248.1724
2026-05-25 00:00:00,247.37125,247.08023
2026-05-22 00:00:00,249.6365,249.05595
2026-05-21 00:00:00,250.74188,248.42288
2026-05-20 00:00:00,251.99355,251.99355
2026-05-19 00:00:00,249.5505,249.5505
2026-05-18 00:00:00,248.4789,247.605
2026-05-15 00:00:00,243.93925,243.93925
2026-05-14 00:00:00,249.2826,248.6988
2026-05-13 00:00:00,252.32895,251.45078
2026-05-12 00:00:00,253.9112,253.618
2026-05-11 00:00:00,211.914,206.0275
2026-05-08 00:00:00,220.70625,219.52915
2026-05-07 00:00:00,220.51875,219.9307
2026-05-06 00:00:00,220.2,220.2
2026-05-05 00:00:00,221.40358,221.1111
2026-05-04 00:00:00,223.1262,220.7898
2026-04-30 00:00:00,224.5529,222.794
2026-04-29 00:00:00,228.14963,226.39688
2026-04-28 00:00:00,230.7067,227.1934
2026-04-27 00:00:00,228.0707,226.8981
2026-04-24 00:00:00,228.81348,227.3486
2026-04-23 00:00:00,230.23685,230.5294
2026-04-22 00:00:00,228.98915,227.2322
2026-04-21 00:00:00,229.84965,227.50125
2026-04-20 00:00:00,228.6484,226.8805
2026-04-17 00:00:00,225.65587,225.95085
2026-04-16 00:00:00,228.435,227.84625
2026-04-15 00:00:00,229.23443,228.9394
2026-04-14 00:00:00,230.86755,231.1624
2026-04-13 00:00:00,229.51688,228.34438
2026-04-10 00:00:00,228.26648,227.68043
2026-04-09 00:00:00,228.95005,228.65728
2026-04-08 00:00:00,231.01155,230.42745
2026-04-07 00:00:00,234.333,233.4651
2026-04-02 00:00:00,233.66475,233.37628
2026-04-01 00:00:00,233.83238,233.83238
2026-03-31 00:00:00,236.30197,236.01345
2026-03-30 00:00:00,233.4975,233.211
2026-03-27 00:00:00,234.00173,233.7139
2026-03-26 00:00:00,236.57115,236.283
2026-03-25 00:00:00,236.1912,234.4545
2026-03-24 00:00:00,235.2822,234.9928
2026-03-23 00:00:00,234.65045,234.3604
2026-03-20 00:00:00,234.91635,234.6274
2026-03-19 00:00:00,239.292,238.714
2026-03-18 00:00:00,238.97775,238.68983
2026-03-17 00:00:00,236.8585,236.57
2026-03-16 00:00:00,238.1717,237.5971
2026-03-13 00:00:00,240.8541,240.282
2026-03-12 00:00:00,241.09785,240.8098
2026-03-11 00:00:00,238.3626,237.78405
2026-03-10 00:00:00,223.29288,223.29288
2026-03-09 00:00:00,226.65893,220.001
2026-03-06 00:00:00,231.3402,220.324
2026-03-05 00:00:00,227.4145,220.172
2026-03-04 00:00:00,224.22608,222.1903
2026-03-03 00:00:00,228.63248,225.15518
2026-03-02 00:00:00,228.87185,227.70115
2026-02-27 00:00:00,233.38575,228.95438
2026-02-26 00:00:00,227.5712,226.0992
2026-02-25 00:00:00,227.8944,227.304
2026-02-24 00:00:00,230.12165,229.827
2026-02-23 00:00:00,231.2604,229.78552
2026-02-20 00:00:00,232.066,231.7715
