Date,PX_LAST,PX_BID
2026-06-30 00:00:00,78.5095,78.2535
2026-05-29 00:00:00,70.9401,70.85
2026-04-30 00:00:00,75.0552,74.9383
2026-03-31 00:00:00,81.3485,81.1395
2026-02-27 00:00:00,77.0237,76.3694
2026-01-30 00:00:00,75.985,74.85
2025-12-31 00:00:00,78.75,77.5
2025-11-28 00:00:00,77.539,76.8425
2025-10-31 00:00:00,80.8511,80.6146
2025-09-30 00:00:00,82.8542,82.1297
2025-08-29 00:00:00,81.0603,79.4478
2025-07-31 00:00:00,80.5408,79.5973
2025-06-30 00:00:00,78.3143,78.2173
2025-05-30 00:00:00,77.5,74.8723
2025-04-30 00:00:00,82,81.3653
2025-03-31 00:00:00,83.1573,81.2072
2025-02-28 00:00:00,89.4569,89.2888
2025-01-31 00:00:00,98.6867,98.5749
2024-12-31 00:00:00,113.5182,106.9557
2024-11-29 00:00:00,106.5001,105.0998
2024-10-31 00:00:00,97.3271,97.0765
2024-09-30 00:00:00,93.0001,91.0998
2024-08-30 00:00:00,90.4653,90.0803
2024-07-31 00:00:00,85.9484,85.7692
2024-06-28 00:00:00,85.7657,85.0313
2024-05-31 00:00:00,90.38,90.0711
2024-04-30 00:00:00,93.4501,93.0093
2024-03-29 00:00:00,92.4615,92.1886
2024-02-29 00:00:00,91.2001,90.9432
2024-01-31 00:00:00,89.8547,89.5266
2023-12-29 00:00:00,89.4717,88.9357
2023-11-30 00:00:00,89.9068,89.675
2023-10-31 00:00:00,93.3938,93.0678
2023-09-29 00:00:00,97.5511,96.7944
2023-08-31 00:00:00,95.7031,95.2305
2023-07-31 00:00:00,91.8105,91.5768
2023-06-30 00:00:00,89.3148,88.9924
2023-05-31 00:00:00,81.2679,81.0652
2023-04-28 00:00:00,79.8783,79.2808
2023-03-31 00:00:00,77.7237,77.4279
2023-02-28 00:00:00,75.0484,74.9315
2023-01-31 00:00:00,70.1909,69.7464
2022-12-30 00:00:00,74.1875,71.9451
2022-11-30 00:00:00,61.2349,60.5198
2022-10-31 00:00:00,61.9275,61.2425
2022-09-30 00:00:00,60.1333,58.9352
2022-08-31 00:00:00,60.9893,59.7431
2022-07-29 00:00:00,62.2626,58.2995
2022-06-30 00:00:00,54.1698,52.9562
2022-05-31 00:00:00,62.4851,61.1903
2022-04-29 00:00:00,71.7323,69.7319
2022-03-31 00:00:00,81.2215,79.4531
2022-02-28 00:00:00,105.2943,98.9636
2022-01-31 00:00:00,77.3125,77.2293
2021-12-31 00:00:00,75.1702,74.5835
2021-11-30 00:00:00,74.1483,73.9382
2021-10-29 00:00:00,70.8438,70.2026
2021-09-30 00:00:00,72.7474,72.6111
2021-08-31 00:00:00,73.4539,73.1995
2021-07-30 00:00:00,73.1659,72.9558
2021-06-30 00:00:00,73.1508,72.9625
2021-05-31 00:00:00,73.4102,73.2878
2021-04-30 00:00:00,75.303,74.756
2021-03-31 00:00:00,75.6508,75.5618
2021-02-26 00:00:00,74.5656,73.8398
2021-01-29 00:00:00,75.8779,75.0239
2020-12-31 00:00:00,74.0369,73.617
2020-11-30 00:00:00,76.4446,76.3477
2020-10-30 00:00:00,79.4022,79.3365
2020-09-30 00:00:00,77.6573,77.6056
2020-08-31 00:00:00,74.0128,73.9279
2020-07-31 00:00:00,74.1257,73.5834
2020-06-30 00:00:00,71.2002,71.1317
2020-05-29 00:00:00,70.1424,70.012
2020-04-30 00:00:00,74.3593,74.2447
2020-03-31 00:00:00,78.5771,78.4142
2020-02-28 00:00:00,66.8443,66.5093
2020-01-31 00:00:00,63.9613,63.865
2019-12-31 00:00:00,61.9475,61.8409
2019-11-29 00:00:00,64.3441,64.3232
2019-10-31 00:00:00,64.1389,64.0805
2019-09-30 00:00:00,64.8318,64.8121
2019-08-30 00:00:00,66.7188,66.6515
2019-07-31 00:00:00,63.66,63.6
2019-06-28 00:00:00,63.2225,63.1236
2019-05-31 00:00:00,65.4446,65.38
2019-04-30 00:00:00,64.6195,64.5734
2019-03-29 00:00:00,65.755,65.62
2019-02-28 00:00:00,65.9675,65.9339
2019-01-31 00:00:00,65.3799,65.3373
2018-12-31 00:00:00,69.3514,68.9835
2018-11-30 00:00:00,67.0901,67.0106
2018-10-31 00:00:00,65.8788,65.8558
2018-09-28 00:00:00,65.5552,65.5202
2018-08-31 00:00:00,67.4666,67.4266
2018-07-31 00:00:00,62.5276,62.5037
2018-06-29 00:00:00,62.7779,62.714
2018-05-31 00:00:00,62.4132,62.359
2018-04-30 00:00:00,62.9789,62.9354
2018-03-30 00:00:00,57.341,57.072
2018-02-28 00:00:00,56.351,56.321
2018-01-31 00:00:00,56.1922,56.0922
2017-12-29 00:00:00,57.6889,57.2858
2017-11-30 00:00:00,58.4322,58.4202
2017-10-31 00:00:00,58.3425,58.3215
2017-09-29 00:00:00,57.5545,57.507
2017-08-31 00:00:00,58.035,58
2017-07-31 00:00:00,59.7779,59.7057
2017-06-30 00:00:00,58.872,58.2253
2017-05-31 00:00:00,56.6172,56.548
2017-04-28 00:00:00,56.928,56.8495
2017-03-31 00:00:00,56.2447,56.2111
2017-02-28 00:00:00,58.3794,58.3425
2017-01-31 00:00:00,60.1908,60.155
2016-12-30 00:00:00,61.5375,60.8619
2016-11-30 00:00:00,64.1068,64.0737
2016-10-31 00:00:00,63.3923,63.2996
2016-09-30 00:00:00,62.879,62.822
2016-08-31 00:00:00,65.3959,65.36
2016-07-29 00:00:00,65.9445,65.749
2016-06-30 00:00:00,63.8735,63.75
2016-05-31 00:00:00,66.7224,66.6532
2016-04-29 00:00:00,64.7671,64.525
2016-03-31 00:00:00,66.8954,66.4868
2016-02-29 00:00:00,75.1907,75.0094
2016-01-29 00:00:00,75.5466,74.908
2015-12-31 00:00:00,72.5209,71.875
2015-11-30 00:00:00,66.4192,66.3582
2015-10-30 00:00:00,63.9548,63.8245
2015-09-30 00:00:00,65.3619,65.255
2015-08-31 00:00:00,64.2249,64.1815
2015-07-31 00:00:00,61.705,61.5994
2015-06-30 00:00:00,55.3415,55.2327
2015-05-29 00:00:00,52.3405,52.3066
2015-04-30 00:00:00,51.5876,51.5115
2015-03-31 00:00:00,58.1861,58.1235
2015-02-27 00:00:00,61.7535,60.4
2015-01-30 00:00:00,69.4666,68.8331
2014-12-31 00:00:00,58.25,58.25
2014-11-28 00:00:00,49.467,49.397
2014-10-31 00:00:00,43.0095,42.9933
2014-09-30 00:00:00,39.6003,39.5905
2014-08-29 00:00:00,37.1189,37.1028
2014-07-31 00:00:00,35.6867,35.676
2014-06-30 00:00:00,33.9823,33.973
2014-05-30 00:00:00,34.8974,34.8848
2014-04-30 00:00:00,35.6632,35.652
2014-03-31 00:00:00,35.1734,35.1632
2014-02-28 00:00:00,35.8641,35.8516
2014-01-31 00:00:00,35.1537,35.144
2013-12-31 00:00:00,32.8696,32.8344
2013-11-29 00:00:00,33.12,33.11
2013-10-31 00:00:00,32.0913,32.0841
2013-09-30 00:00:00,32.3906,32.3822
2013-08-30 00:00:00,33.2923,33.275
2013-07-31 00:00:00,33.0038,32.9933
2013-06-28 00:00:00,32.8395,32.8235
2013-05-31 00:00:00,31.8777,31.8655
2013-04-30 00:00:00,31.0622,31.051
2013-03-29 00:00:00,31.0564,31.0409
2013-02-28 00:00:00,30.6036,30.5935
2013-01-31 00:00:00,30.0056,29.998
2012-12-31 00:00:00,30.525,30.5
2012-11-30 00:00:00,30.8806,30.87
2012-10-31 00:00:00,31.353,31.3354
2012-09-28 00:00:00,31.18,31.15
2012-08-31 00:00:00,32.3078,32.2845
2012-07-31 00:00:00,32.2003,32.174
2012-06-29 00:00:00,32.4245,32.3646
2012-05-31 00:00:00,33.412,33.3845
2012-04-30 00:00:00,29.382,29.364
2012-03-30 00:00:00,29.347,29.3396
2012-02-29 00:00:00,29.1738,29.1275
2012-01-31 00:00:00,30.343,30.33
2011-12-30 00:00:00,32.137,32.094
2011-11-30 00:00:00,30.6995,30.6615
2011-10-31 00:00:00,30.2417,30.1927
2011-09-30 00:00:00,32.184,32.153
2011-08-31 00:00:00,28.8286,28.7973
2011-07-29 00:00:00,27.6119,27.59
2011-06-30 00:00:00,27.8693,27.8473
2011-05-31 00:00:00,27.994,27.97
2011-04-29 00:00:00,27.3848,27.3745
2011-03-31 00:00:00,28.418,28.408
2011-02-28 00:00:00,28.8705,28.86
2011-01-31 00:00:00,29.791,29.7805
2010-12-31 00:00:00,30.537,30.532
2010-11-30 00:00:00,31.4755,31.453
2010-10-29 00:00:00,30.8006,30.78
2010-09-30 00:00:00,30.535,30.5125
2010-08-31 00:00:00,30.8038,30.785
2010-07-30 00:00:00,30.205,30.1825
2010-06-30 00:00:00,31.2095,31.1908
2010-05-31 00:00:00,30.9025,30.87
2010-04-30 00:00:00,29.2537,29.23
2010-03-31 00:00:00,29.4205,29.411
2010-02-26 00:00:00,29.9485,29.9385
2010-01-29 00:00:00,30.3482,30.3377
2009-12-31 00:00:00,30.035,30.03
2009-11-30 00:00:00,29.264,29.2274
2009-10-30 00:00:00,29.1384,29.1214
2009-09-30 00:00:00,30.0154,30.0051
2009-08-31 00:00:00,31.7919,31.77
2009-07-31 00:00:00,31.4644,31.432
2009-06-30 00:00:00,31.1527,31.1427
2009-05-29 00:00:00,30.97,30.9547
2009-04-30 00:00:00,33.1005,33.0805
2009-03-31 00:00:00,33.954,33.933
2009-02-27 00:00:00,35.9137,35.8934
2009-01-30 00:00:00,35.7364,35.7246
2008-12-31 00:00:00,29.4027,29.4
2008-11-28 00:00:00,27.9231,27.8581
2008-10-31 00:00:00,27.069,27.0165
2008-09-30 00:00:00,25.6439,25.6311
2008-08-29 00:00:00,24.645,24.635
2008-07-31 00:00:00,23.4318,23.4243
2008-06-30 00:00:00,23.4446,23.4346
2008-05-30 00:00:00,23.684,23.674
2008-04-30 00:00:00,23.6377,23.6302
2008-03-31 00:00:00,23.4929,23.4893
2008-02-29 00:00:00,24.0143,24.0113
2008-01-31 00:00:00,24.4353,24.4075
2007-12-31 00:00:00,24.6006,24.5968
2007-11-30 00:00:00,24.501,24.496
2007-10-31 00:00:00,24.6556,24.6527
2007-09-28 00:00:00,24.8588,24.8538
2007-08-31 00:00:00,25.656,25.651
2007-07-31 00:00:00,25.5537,25.5375
2007-06-29 00:00:00,25.7449,25.7424
2007-05-31 00:00:00,25.8835,25.8785
2007-04-30 00:00:00,25.6908,25.6865
2007-03-30 00:00:00,25.986,25.983
2007-02-28 00:00:00,26.1157,26.1132
2007-01-31 00:00:00,26.47,26.468
2006-12-29 00:00:00,26.3255,26.32
2006-11-30 00:00:00,26.2597,26.2575
2006-10-31 00:00:00,26.7121,26.706
2006-09-29 00:00:00,26.7958,26.7908
2006-08-31 00:00:00,26.7521,26.7471
2006-07-31 00:00:00,26.804,26.799
2006-06-30 00:00:00,26.8455,26.8455
2006-05-31 00:00:00,27.0136,27.0096
2006-04-28 00:00:00,27.1746,27.1671
2006-03-31 00:00:00,27.705,27.6995
2006-02-28 00:00:00,28.0359,28.0259
2006-01-31 00:00:00,28.0788,28.115
2005-12-30 00:00:00,28.7414,28.7389
2005-11-30 00:00:00,28.8072,28.8022
2005-10-31 00:00:00,28.585,28.58
2005-09-30 00:00:00,28.4977,28.4937
2005-08-31 00:00:00,28.48,28.48
2005-07-29 00:00:00,28.63,28.62
2005-06-30 00:00:00,28.63,28.6275
2005-05-31 00:00:00,28.2405,28.2365
2005-04-29 00:00:00,27.781,27.776
2005-03-31 00:00:00,27.8621,27.871
2005-02-28 00:00:00,27.675,27.67
2005-01-31 00:00:00,28.02,28.015
2004-12-31 00:00:00,27.72,27.71
2004-11-30 00:00:00,28.13,28.13
2004-10-29 00:00:00,28.7455,28.734
2004-09-30 00:00:00,29.2229,29.2195
2004-08-31 00:00:00,29.262,29.253
2004-07-30 00:00:00,29.106,29.101
2004-06-30 00:00:00,29.0698,29.065
2004-05-31 00:00:00,28.994,28.989
2004-04-30 00:00:00,29.006,28.9993
2004-03-31 00:00:00,28.519,28.514
2004-02-27 00:00:00,28.5105,28.5203
