Date,PX_LAST
2026-05-31 00:00:00,519.32
2026-04-30 00:00:00,-11.5
2026-03-31 00:00:00,2995.22
2026-02-28 00:00:00,900.05
2026-01-31 00:00:00,4710
2025-12-31 00:00:00,911.93
2025-11-30 00:00:00,394.01
2025-10-31 00:00:00,216.5
2025-09-30 00:00:00,1291.51
2025-08-31 00:00:00,588.72
2025-07-31 00:00:00,-49.02
2025-06-30 00:00:00,2237.77
2025-05-31 00:00:00,622.51
2025-04-30 00:00:00,285.07
2025-03-31 00:00:00,3635.86
2025-02-28 00:00:00,1008.72
2025-01-31 00:00:00,5130
2024-12-31 00:00:00,995.14
2024-11-30 00:00:00,578.32
2024-10-31 00:00:00,493.53
2024-09-30 00:00:00,1594.18
2024-08-31 00:00:00,902.96
2024-07-31 00:00:00,261.04
2024-06-30 00:00:00,2125.69
2024-05-31 00:00:00,945.19
2024-04-30 00:00:00,732.49
2024-03-31 00:00:00,3088.88
2024-02-29 00:00:00,1455.62
2024-01-31 00:00:00,4914.25
2023-12-31 00:00:00,1170.89
2023-11-30 00:00:00,1088.73
2023-10-31 00:00:00,738.42
2023-09-30 00:00:00,2311.83
2023-08-31 00:00:00,1358.05
2023-07-31 00:00:00,345.95
2023-06-30 00:00:00,3049.53
2023-05-31 00:00:00,1362.79
2023-04-30 00:00:00,718.84
2023-03-31 00:00:00,3887.94
2023-02-28 00:00:00,1812.05
2023-01-31 00:00:00,4900
2022-12-31 00:00:00,1398.3
2022-11-30 00:00:00,1213.59
2022-10-31 00:00:00,615.18
2022-09-30 00:00:00,2473.84
2022-08-31 00:00:00,1254.19
2022-07-31 00:00:00,678.98
2022-06-30 00:00:00,2806.34
2022-05-31 00:00:00,1888.41
2022-04-30 00:00:00,645.38
2022-03-31 00:00:00,3125.35
2022-02-28 00:00:00,1233.59
2022-01-31 00:00:00,3961.84
2021-12-31 00:00:00,1131.81
2021-11-30 00:00:00,1273.2
2021-10-31 00:00:00,826.17
2021-09-30 00:00:00,1663.02
2021-08-31 00:00:00,1215.24
2021-07-31 00:00:00,1083.17
2021-06-30 00:00:00,2119.64
2021-05-31 00:00:00,1496.37
2021-04-30 00:00:00,1468.52
2021-03-31 00:00:00,2730.27
2021-02-28 00:00:00,1359.38
2021-01-31 00:00:00,3578.29
2020-12-31 00:00:00,1255.21
2020-11-30 00:00:00,1433.69
2020-10-31 00:00:00,689.8
2020-09-30 00:00:00,1895.72
2020-08-31 00:00:00,1278.3
2020-07-31 00:00:00,992.66
2020-06-30 00:00:00,1811.04
2020-05-31 00:00:00,1482.12
2020-04-30 00:00:00,1697.77
2020-03-31 00:00:00,2853.44
2020-02-29 00:00:00,905.68
2020-01-31 00:00:00,3337.48
2019-12-31 00:00:00,1140
2019-11-30 00:00:00,1388.05
2019-10-31 00:00:00,661.3
2019-09-30 00:00:00,1690.96
2019-08-31 00:00:00,1208.87
2019-07-31 00:00:00,1055.77
2019-06-30 00:00:00,1663.65
2019-05-31 00:00:00,1183.73
2019-04-30 00:00:00,1016.03
2019-03-31 00:00:00,1694.35
2019-02-28 00:00:00,885.78
2019-01-31 00:00:00,3228.95
2018-12-31 00:00:00,1083.94
2018-11-30 00:00:00,1249.41
2018-10-31 00:00:00,697.03
2018-09-30 00:00:00,1384.12
2018-08-31 00:00:00,1275.43
2018-07-31 00:00:00,1453.32
2018-06-30 00:00:00,1842.17
2018-05-31 00:00:00,1152.38
2018-04-30 00:00:00,1177.46
2018-03-31 00:00:00,1116.55
2018-02-28 00:00:00,839.34
2018-01-31 00:00:00,2897.9
2017-12-31 00:00:00,584.43
2017-11-30 00:00:00,1122.73
2017-10-31 00:00:00,663.19
2017-09-30 00:00:00,1272.15
2017-08-31 00:00:00,1091.99
2017-07-31 00:00:00,825.51
2017-06-30 00:00:00,1536.8
2017-05-31 00:00:00,1111.92
2017-04-30 00:00:00,1097.76
2017-03-31 00:00:00,1023.25
2017-02-28 00:00:00,1165.69
2017-01-31 00:00:00,2032.66
2016-12-31 00:00:00,1044.39
2016-11-30 00:00:00,794.57
2016-10-31 00:00:00,651.26
2016-09-30 00:00:00,1215.62
2016-08-31 00:00:00,948.66
2016-07-31 00:00:00,463.57
2016-06-30 00:00:00,1383.46
2016-05-31 00:00:00,985.53
2016-04-30 00:00:00,555.63
2016-03-31 00:00:00,1372.92
2016-02-29 00:00:00,726.64
2016-01-31 00:00:00,2507.75
2015-12-31 00:00:00,597.75
2015-11-30 00:00:00,708.94
2015-10-31 00:00:00,513.6
2015-09-30 00:00:00,1051.31
2015-08-31 00:00:00,809.59
2015-07-31 00:00:00,1478.12
2015-06-30 00:00:00,1279.09
2015-05-31 00:00:00,900.76
2015-04-30 00:00:00,707.93
2015-03-31 00:00:00,1184.46
2015-02-28 00:00:00,1023.86
2015-01-31 00:00:00,1470
2014-12-31 00:00:00,697.3
2014-11-30 00:00:00,852.7
2014-10-31 00:00:00,548.3
2014-09-30 00:00:00,857.2
2014-08-31 00:00:00,702.5
2014-07-31 00:00:00,385.2
2014-06-30 00:00:00,1079.3
2014-05-31 00:00:00,870.8
2014-04-30 00:00:00,774.5
2014-03-31 00:00:00,1049.7
2014-02-28 00:00:00,644.8
2014-01-31 00:00:00,1318.3
2013-12-31 00:00:00,482.5
2013-11-30 00:00:00,624.6
2013-10-31 00:00:00,506
2013-09-30 00:00:00,787
2013-08-31 00:00:00,712.8
2013-07-31 00:00:00,699.7
2013-06-30 00:00:00,862.8
2013-05-31 00:00:00,669.4
2013-04-30 00:00:00,792.3
2013-03-31 00:00:00,1062.5
2013-02-28 00:00:00,620
2013-01-31 00:00:00,1085.69
2012-12-31 00:00:00,454.61
2012-11-30 00:00:00,522.04
2012-10-31 00:00:00,505.37
2012-09-30 00:00:00,622.62
2012-08-31 00:00:00,703.94
2012-07-31 00:00:00,540.12
2012-06-30 00:00:00,919.82
2012-05-31 00:00:00,793.23
2012-04-30 00:00:00,681.78
2012-03-31 00:00:00,1011.44
2012-02-29 00:00:00,710.7
2012-01-31 00:00:00,730.63
2011-12-31 00:00:00,640.6
2011-11-30 00:00:00,562.9
2011-10-31 00:00:00,586.8
2011-09-30 00:00:00,469.3
2011-08-31 00:00:00,548.4
2011-07-31 00:00:00,491.6
2011-06-30 00:00:00,633.9
2011-05-31 00:00:00,551.6
2011-04-30 00:00:00,743
2011-03-31 00:00:00,679.4
2011-02-28 00:00:00,537.7
2011-01-31 00:00:00,1026.3
2010-12-31 00:00:00,480.7
2010-11-30 00:00:00,568.9
2010-10-31 00:00:00,587.7
2010-09-30 00:00:00,600.4
2010-08-31 00:00:00,544.6
2010-07-31 00:00:00,532.7
2010-06-30 00:00:00,602.7
2010-05-31 00:00:00,649.3
2010-04-30 00:00:00,774
2010-03-31 00:00:00,510.7
2010-02-28 00:00:00,699.9
2010-01-31 00:00:00,1399.48
2009-12-31 00:00:00,380
2009-11-30 00:00:00,294.8
2009-10-31 00:00:00,253
2009-09-30 00:00:00,516.7
2009-08-31 00:00:00,410.4
2009-07-31 00:00:00,369.1
2009-06-30 00:00:00,1530.4
2009-05-31 00:00:00,666.9
2009-04-30 00:00:00,591.8
2009-03-31 00:00:00,1892
2009-02-28 00:00:00,1071.5
2009-01-31 00:00:00,1652.72
2008-12-31 00:00:00,764.5
2008-11-30 00:00:00,477.5
2008-10-31 00:00:00,181.9
2008-09-30 00:00:00,374.5
2008-08-31 00:00:00,271.5
2008-07-31 00:00:00,381.8
2008-06-30 00:00:00,332.4
2008-05-31 00:00:00,318.5
2008-04-30 00:00:00,469
2008-03-31 00:00:00,283.4
2008-02-29 00:00:00,243.4
2008-01-31 00:00:00,800.47
2007-12-31 00:00:00,48.5
2007-11-30 00:00:00,87.4
2007-10-31 00:00:00,136.1
2007-09-30 00:00:00,283.5
2007-08-31 00:00:00,302.9
2007-07-31 00:00:00,231.4
2007-06-30 00:00:00,451.5
2007-05-31 00:00:00,247.3
2007-04-30 00:00:00,422
2007-03-31 00:00:00,441.7
2007-02-28 00:00:00,413.8
2007-01-31 00:00:00,574.59
2006-12-31 00:00:00,220.4
2006-11-30 00:00:00,193.5
2006-10-31 00:00:00,16.9
2006-09-30 00:00:00,220.1
2006-08-31 00:00:00,190
2006-07-31 00:00:00,163.4
2006-06-30 00:00:00,365.5
2006-05-31 00:00:00,209.4
2006-04-30 00:00:00,316.3
2006-03-31 00:00:00,540.2
2006-02-28 00:00:00,149.1
2006-01-31 00:00:00,480.17
2005-12-31 00:00:00,145.4
2005-11-30 00:00:00,225.1
2005-10-31 00:00:00,26.4
2005-09-30 00:00:00,345.3
2005-08-31 00:00:00,189.7
2005-07-31 00:00:00,-31.4
2005-06-30 00:00:00,465.3
2005-05-31 00:00:00,108.9
2005-04-30 00:00:00,142
2005-03-31 00:00:00,360.7
2005-02-28 00:00:00,95.9
2005-01-31 00:00:00,371.95
2004-12-31 00:00:00,298.3
2004-11-30 00:00:00,149.5
2004-10-31 00:00:00,25.6
2004-09-30 00:00:00,250.2
2004-08-31 00:00:00,115.7
2004-07-31 00:00:00,-1.9
2004-06-30 00:00:00,282.1
2004-05-31 00:00:00,113.2
2004-04-30 00:00:00,199.5
2004-03-31 00:00:00,372.6
2004-02-29 00:00:00,208.5
2004-01-31 00:00:00,273.44
