Date,PX_LAST
2011-12-31 00:00:00,0.5
2011-11-30 00:00:00,2
2011-10-31 00:00:00,-0.8
2011-09-30 00:00:00,5.2
2011-08-31 00:00:00,1.7
2011-07-31 00:00:00,0.7
2011-06-30 00:00:00,4
2011-05-31 00:00:00,9.7
2011-04-30 00:00:00,9.8
2011-03-31 00:00:00,30.9
2011-02-28 00:00:00,1.9
2011-01-31 00:00:00,3.67
2010-12-31 00:00:00,3.85
2010-11-30 00:00:00,2.46
2010-10-31 00:00:00,1.67
2010-09-30 00:00:00,3.02
2010-08-31 00:00:00,6.88
2010-07-31 00:00:00,3.28
2010-06-30 00:00:00,2.91
2010-05-31 00:00:00,4.17
2010-04-30 00:00:00,-2.19
2010-03-31 00:00:00,-17.49
2010-02-28 00:00:00,0.09
2010-01-31 00:00:00,-0.91
2009-12-31 00:00:00,-0.31
2009-11-30 00:00:00,0.96
2009-10-31 00:00:00,-6.56
2009-09-30 00:00:00,-5.15
2009-08-31 00:00:00,-3.8
2009-07-31 00:00:00,-7.43
2009-06-30 00:00:00,-8.3
2009-05-31 00:00:00,-10.49
2009-04-30 00:00:00,-11.12
2009-03-31 00:00:00,-7.09
2009-02-28 00:00:00,-11.46
2009-01-31 00:00:00,-9
2008-12-31 00:00:00,-3.7
2008-11-30 00:00:00,-5.7
2008-10-31 00:00:00,-0.8
2008-09-30 00:00:00,3.6
2008-08-31 00:00:00,-3.13
2008-07-31 00:00:00,3.05
2008-06-30 00:00:00,-0.93
2008-05-31 00:00:00,-2.35
2008-04-30 00:00:00,4.45
2008-03-31 00:00:00,-0.99
2008-02-29 00:00:00,5.73
2008-01-31 00:00:00,4.39
2007-12-31 00:00:00,3.4
2007-11-30 00:00:00,4.17
2007-10-31 00:00:00,5.05
2007-09-30 00:00:00,1.29
2007-08-31 00:00:00,3.99
2007-07-31 00:00:00,4
2007-06-30 00:00:00,6.7
2007-05-31 00:00:00,2.97
2007-04-30 00:00:00,5.2
2007-03-31 00:00:00,5.2
2007-02-28 00:00:00,4.6
2007-01-31 00:00:00,2.9
2006-12-31 00:00:00,1.18
2006-11-30 00:00:00,2.42
2006-10-31 00:00:00,4.55
2006-09-30 00:00:00,-2.59
2006-08-31 00:00:00,1.57
2006-07-31 00:00:00,2.67
2006-06-30 00:00:00,2.9
2006-05-31 00:00:00,6.76
2006-04-30 00:00:00,0.32
2006-03-31 00:00:00,6.6
2006-02-28 00:00:00,5.01
2006-01-31 00:00:00,7.71
2005-12-31 00:00:00,5.98
2005-11-30 00:00:00,6.2
2005-10-31 00:00:00,4.17
2005-09-30 00:00:00,5.78
2005-08-31 00:00:00,5.23
2005-07-31 00:00:00,4.44
2005-06-30 00:00:00,7.44
2005-05-31 00:00:00,6.83
2005-04-30 00:00:00,10.09
2005-03-31 00:00:00,2.3
2005-02-28 00:00:00,3.49
2005-01-31 00:00:00,5.26
2004-12-31 00:00:00,10.2
2004-11-30 00:00:00,9.94
2004-10-31 00:00:00,5.2
2004-09-30 00:00:00,11.95
2004-08-31 00:00:00,9.03
2004-07-31 00:00:00,7.59
2004-06-30 00:00:00,7.83
2004-05-31 00:00:00,7.74
2004-04-30 00:00:00,4.73
2004-03-31 00:00:00,8.17
2004-02-29 00:00:00,7.94
2004-01-31 00:00:00,5.76
2003-12-31 00:00:00,2.86
2003-11-30 00:00:00,2.72
2003-10-31 00:00:00,4.99
2003-09-30 00:00:00,8.78
2003-08-31 00:00:00,7.35
2003-07-31 00:00:00,2.69
2003-06-30 00:00:00,5.21
2003-05-31 00:00:00,4.87
2003-04-30 00:00:00,4.86
2003-03-31 00:00:00,8.69
2003-02-28 00:00:00,6.16
2003-01-31 00:00:00,3.64
2002-12-31 00:00:00,10.89
2002-11-30 00:00:00,2.38
2002-10-31 00:00:00,3.8
2002-09-30 00:00:00,1.42
2002-08-31 00:00:00,-3.87
2002-07-31 00:00:00,3.64
2002-06-30 00:00:00,-3.27
2002-05-31 00:00:00,-4.17
2002-04-30 00:00:00,5.34
2002-03-31 00:00:00,-1.87
2002-02-28 00:00:00,4.15
2002-01-31 00:00:00,5.11
2001-12-31 00:00:00,-2.19
2001-11-30 00:00:00,2.32
2001-10-31 00:00:00,5.37
2001-09-30 00:00:00,1.85
2001-08-31 00:00:00,1.8
2001-07-31 00:00:00,2.88
2001-06-30 00:00:00,5.76
2001-05-31 00:00:00,1.15
2001-04-30 00:00:00,3.87
2001-03-31 00:00:00,-1.42
2001-02-28 00:00:00,0.54
2001-01-31 00:00:00,-1.42
2000-12-31 00:00:00,-3.17
2000-11-30 00:00:00,-1.32
2000-10-31 00:00:00,2.03
2000-09-30 00:00:00,0.04
2000-08-31 00:00:00,4.86
2000-07-31 00:00:00,2.23
2000-06-30 00:00:00,3.56
2000-05-31 00:00:00,14.05
2000-04-30 00:00:00,1.31
2000-03-31 00:00:00,7.36
2000-02-29 00:00:00,9.29
2000-01-31 00:00:00,9.53
1999-12-31 00:00:00,8.83
1999-11-30 00:00:00,8.1
1999-10-31 00:00:00,-1.1
1999-09-30 00:00:00,-1.72
1999-08-31 00:00:00,-3.55
1999-07-31 00:00:00,-9.81
1999-06-30 00:00:00,-3.01
1999-05-31 00:00:00,-7.99
1999-04-30 00:00:00,-8.13
1999-03-31 00:00:00,-4.95
1999-02-28 00:00:00,-7.73
1999-01-31 00:00:00,-7.43
1998-12-31 00:00:00,-8.16
1998-11-30 00:00:00,-6.33
1998-10-31 00:00:00,-6.58
1998-09-30 00:00:00,-0.63
1998-08-31 00:00:00,2.03
1998-07-31 00:00:00,2.58
1998-06-30 00:00:00,-1.61
1998-05-31 00:00:00,-0.53
1998-04-30 00:00:00,2.27
1998-03-31 00:00:00,10.04
1998-02-28 00:00:00,0.29
1998-01-31 00:00:00,-0.86
1997-12-31 00:00:00,7.4
1997-11-30 00:00:00,4.74
1997-10-31 00:00:00,3.96
1997-09-30 00:00:00,9.49
1997-08-31 00:00:00,0.22
1997-07-31 00:00:00,8.39
1997-06-30 00:00:00,6.64
1997-05-31 00:00:00,1.51
1997-04-30 00:00:00,1.66
1997-03-31 00:00:00,-5.76
1997-02-28 00:00:00,-2.81
1997-01-31 00:00:00,1.23
